Length,Non-standard basepairs,F1 score
1419.0,17.0,0.9426433444023132
1420.0,25.0,0.9303514361381532
1420.0,22.0,0.9339319467544556
1420.0,23.0,0.934101104736328
1420.0,25.0,0.931034505367279
1420.0,22.0,0.9226837158203124
1421.0,28.0,0.896244466304779
1421.0,22.0,0.93546324968338
1421.0,25.0,0.9363250732421876
1421.0,23.0,0.9380862712860109
1421.0,22.0,0.9467607140541076
1422.0,22.0,0.9400244951248168
1422.0,18.0,0.925116002559662
1422.0,21.0,0.9405815601348876
1423.0,22.0,0.937700629234314
1423.0,25.0,0.9402891397476196
1423.0,21.0,0.935524582862854
1423.0,21.0,0.9356277585029602
1424.0,32.0,0.882758617401123
1424.0,22.0,0.9368029832839966
1424.0,29.0,0.9000661969184875
1424.0,22.0,0.9404228329658508
1425.0,26.0,0.9377289414405824
1425.0,23.0,0.9425742626190186
1425.0,24.0,0.9411765336990356
1425.0,24.0,0.9179518818855286
1426.0,23.0,0.9302899241447448
1426.0,26.0,0.9253547191619872
1426.0,27.0,0.93325012922287
1426.0,24.0,0.9320871829986572
1426.0,21.0,0.9410256147384644
1426.0,31.0,0.9059500694274902
1426.0,26.0,0.9331651926040648
1426.0,24.0,0.9397141337394714
1427.0,26.0,0.940587878227234
1427.0,22.0,0.9341160655021667
1427.0,24.0,0.9375765323638916
1427.0,25.0,0.9333333373069764
1428.0,23.0,0.9369258880615234
1428.0,27.0,0.921951174736023
1428.0,25.0,0.9419113397598268
1428.0,22.0,0.9277955293655396
1429.0,28.0,0.9379310011863708
1429.0,26.0,0.9318045377731324
1429.0,19.0,0.9404990077018738
1429.0,22.0,0.9416393637657166
1430.0,30.0,0.910224437713623
1430.0,21.0,0.9232720136642456
1430.0,21.0,0.939563810825348
1430.0,23.0,0.9370030760765076
1430.0,21.0,0.9451795816421508
1430.0,24.0,0.9362244606018066
1431.0,29.0,0.9029850959777832
1431.0,22.0,0.9386189579963684
1431.0,24.0,0.9350976943969728
1432.0,24.0,0.9375765323638916
1432.0,22.0,0.9088608026504515
1432.0,27.0,0.9414694905281068
1432.0,31.0,0.9078540802001952
1432.0,19.0,0.9181585311889648
1432.0,23.0,0.9422221779823304
1432.0,24.0,0.9375765323638916
1433.0,30.0,0.925742506980896
1433.0,26.0,0.9363805055618286
1433.0,24.0,0.934903919696808
1433.0,27.0,0.9401496648788452
1433.0,25.0,0.9371567964553832
1433.0,26.0,0.9133663177490234
1434.0,23.0,0.9362745881080629
1434.0,25.0,0.9351621270179749
1434.0,24.0,0.9373098015785216
1434.0,24.0,0.9320388436317444
1434.0,21.0,0.9397141337394714
1435.0,23.0,0.9370716214179992
1435.0,25.0,0.9388989806175232
1435.0,32.0,0.9122373461723328
1435.0,30.0,0.8836633563041687
1435.0,28.0,0.9217603802680968
1435.0,25.0,0.9332517385482788
1435.0,32.0,0.9263158440589904
1436.0,24.0,0.9335771203041076
1436.0,25.0,0.8894535899162292
1436.0,23.0,0.9318463802337646
1436.0,25.0,0.9357011914253236
1436.0,24.0,0.9376135468482972
1436.0,26.0,0.9365853667259216
1436.0,25.0,0.9375
1437.0,22.0,0.932835817337036
1437.0,25.0,0.9026548862457277
1437.0,24.0,0.9358128309249878
1437.0,24.0,0.9355847239494324
1437.0,23.0,0.938601851463318
1437.0,22.0,0.9397443532943726
1437.0,30.0,0.9126691222190856
1437.0,26.0,0.9133247137069702
1438.0,21.0,0.9353234171867372
1438.0,25.0,0.9413249492645264
1438.0,24.0,0.9248263239860536
1438.0,22.0,0.9265255331993104
1438.0,24.0,0.9320634603500366
1439.0,28.0,0.9156923294067384
1439.0,25.0,0.933746099472046
1439.0,30.0,0.9245861768722534
1439.0,28.0,0.9348752498626708
1439.0,24.0,0.9204406142234802
1440.0,24.0,0.9379144310951232
1440.0,25.0,0.933909833431244
1440.0,25.0,0.943960189819336
1440.0,23.0,0.938601851463318
1440.0,25.0,0.936170220375061
1440.0,24.0,0.9358582496643066
1441.0,26.0,0.9275715351104736
1441.0,26.0,0.936170220375061
1441.0,26.0,0.936067521572113
1441.0,22.0,0.9367850422859192
1441.0,24.0,0.9367850422859192
1442.0,24.0,0.938144326210022
1442.0,26.0,0.934486985206604
1442.0,24.0,0.9350961446762084
1442.0,24.0,0.9350961446762084
1443.0,27.0,0.9338993430137634
1443.0,23.0,0.9397141337394714
1443.0,21.0,0.9410349130630492
1443.0,28.0,0.9340593218803406
1443.0,28.0,0.9320388436317444
1443.0,22.0,0.9434650540351868
1444.0,23.0,0.941911280155182
1444.0,24.0,0.9386733770370485
1444.0,24.0,0.940587878227234
1444.0,24.0,0.9363745450973512
1444.0,24.0,0.9363745450973512
1445.0,27.0,0.9215922355651855
1445.0,26.0,0.9342347383499146
1445.0,26.0,0.9338147044181824
1445.0,26.0,0.930176079273224
1445.0,25.0,0.9303451776504515
1446.0,25.0,0.9343960881233216
1446.0,27.0,0.925301194190979
1446.0,25.0,0.9351907968521118
1446.0,21.0,0.933083176612854
1446.0,25.0,0.9345345497131348
1447.0,24.0,0.9379144310951232
1447.0,22.0,0.93764990568161
1447.0,23.0,0.9380637407302856
1447.0,26.0,0.9348752498626708
1447.0,25.0,0.9388511776924132
1447.0,25.0,0.9265944957733154
1448.0,29.0,0.9217910766601562
1448.0,26.0,0.9330877661705016
1448.0,30.0,0.9322757720947266
1448.0,31.0,0.92233008146286
1448.0,25.0,0.8810250163078308
1448.0,24.0,0.9435133337974548
1448.0,28.0,0.9302884340286256
1449.0,22.0,0.939339280128479
1449.0,24.0,0.8990476131439209
1449.0,25.0,0.925659477710724
1449.0,24.0,0.9339736104011536
1449.0,20.0,0.9385074377059937
1449.0,25.0,0.9339736104011536
1449.0,25.0,0.9339736104011536
1450.0,24.0,0.9403254985809326
1450.0,25.0,0.9390464425086976
1450.0,25.0,0.9344457983970642
1450.0,26.0,0.9383602738380432
1450.0,27.0,0.921052634716034
1450.0,26.0,0.9354067444801332
1450.0,25.0,0.929729700088501
1450.0,29.0,0.9315726161003112
1450.0,22.0,0.9295604825019836
1450.0,25.0,0.9341317415237428
1450.0,26.0,0.933174192905426
1450.0,27.0,0.9304555654525756
1451.0,26.0,0.9288299083709716
1451.0,20.0,0.942189395427704
1451.0,24.0,0.9363745450973512
1451.0,25.0,0.93341326713562
1451.0,31.0,0.9371146559715272
1451.0,24.0,0.928400993347168
1452.0,29.0,0.9173652529716492
1452.0,29.0,0.932692289352417
1452.0,31.0,0.9074410796165466
1452.0,28.0,0.9302884340286256
1452.0,28.0,0.9219688177108764
1453.0,22.0,0.9403425455093384
1453.0,22.0,0.9406118988990784
1453.0,23.0,0.9382715821266174
1453.0,24.0,0.931572675704956
1453.0,25.0,0.9355033040046692
1453.0,26.0,0.9373493790626526
1454.0,24.0,0.9308478832244872
1454.0,22.0,0.9301205277442932
1454.0,25.0,0.9342347383499146
1454.0,31.0,0.9275014996528624
1454.0,30.0,0.931776225566864
1454.0,26.0,0.931307017803192
1454.0,26.0,0.9354839324951172
1454.0,26.0,0.934601664543152
1455.0,24.0,0.9350961446762084
1455.0,26.0,0.9335770606994628
1455.0,28.0,0.8983050584793091
1455.0,23.0,0.9382123947143556
1455.0,26.0,0.9347568154335022
1456.0,23.0,0.9401812553405762
1456.0,25.0,0.9359129071235656
1456.0,26.0,0.9343960881233216
1456.0,23.0,0.9386539459228516
1456.0,24.0,0.937462031841278
1457.0,24.0,0.9416058659553528
1457.0,25.0,0.9372384548187256
1457.0,24.0,0.9276073575019836
1457.0,26.0,0.9337385892868042
1457.0,22.0,0.9358025193214417
1458.0,20.0,0.9395807981491088
1458.0,24.0,0.9232657551765442
1458.0,29.0,0.8912783861160278
1458.0,22.0,0.9378330707550048
1459.0,23.0,0.9379475116729736
1459.0,27.0,0.931506872177124
1459.0,26.0,0.9342184662818908
1459.0,24.0,0.9340593218803406
1460.0,21.0,0.9331742525100708
1460.0,24.0,0.9383313059806824
1460.0,20.0,0.9368295669555664
1460.0,48.0,0.8641975522041321
1460.0,24.0,0.939193308353424
1461.0,26.0,0.9351907968521118
1461.0,24.0,0.9397733807563782
1461.0,25.0,0.9384800791740416
1461.0,28.0,0.9290478825569152
1462.0,22.0,0.925301194190979
1462.0,28.0,0.9338892102241516
1462.0,24.0,0.935920000076294
1462.0,26.0,0.9217603802680968
1463.0,24.0,0.936271607875824
1463.0,24.0,0.9349111914634703
1463.0,25.0,0.9353474378585817
1463.0,28.0,0.9181929230690002
1464.0,28.0,0.9253187775611876
1464.0,28.0,0.932132124900818
1464.0,27.0,0.9327781200408936
1464.0,25.0,0.9393203854560852
1464.0,24.0,0.9249394536018372
1464.0,24.0,0.9348209500312804
1465.0,26.0,0.931506872177124
1465.0,25.0,0.9383602738380432
1465.0,23.0,0.9400363564491272
1466.0,27.0,0.9325443506240844
1466.0,26.0,0.9353474378585817
1466.0,36.0,0.9016100764274596
1466.0,27.0,0.924379825592041
1466.0,22.0,0.942148745059967
1466.0,31.0,0.920376181602478
1467.0,31.0,0.9254807829856871
1467.0,26.0,0.9356584548950196
1467.0,29.0,0.9365737438201904
1467.0,27.0,0.93341326713562
1467.0,25.0,0.9282297492027284
1468.0,28.0,0.9334118962287904
1468.0,28.0,0.9326980710029602
1468.0,24.0,0.9390464425086976
1468.0,31.0,0.9162679314613342
1468.0,23.0,0.944613516330719
1468.0,25.0,0.9396294355392456
1468.0,28.0,0.9290779829025269
1468.0,25.0,0.9395018219947816
1469.0,33.0,0.925073742866516
1469.0,25.0,0.9373881816864014
1469.0,28.0,0.9356584548950196
1469.0,27.0,0.917166829109192
1469.0,29.0,0.9239834547042848
1470.0,25.0,0.9197860956192015
1470.0,25.0,0.9387754797935486
1470.0,23.0,0.9413145184516908
1470.0,28.0,0.934376895427704
1470.0,24.0,0.9400594234466552
1470.0,21.0,0.9436374306678772
1470.0,25.0,0.935966432094574
1470.0,29.0,0.9338892102241516
1470.0,27.0,0.93451327085495
1471.0,35.0,0.9214285612106324
1471.0,23.0,0.9388235211372375
1471.0,24.0,0.9357689619064332
1471.0,22.0,0.9379799365997314
1471.0,23.0,0.9120197892189026
1472.0,22.0,0.937609314918518
1472.0,30.0,0.9279810786247252
1472.0,26.0,0.9364230632781982
1472.0,22.0,0.9411765336990356
1472.0,27.0,0.9363207221031188
1472.0,27.0,0.9290779829025269
1472.0,25.0,0.9376854300498962
1472.0,23.0,0.9326177835464478
1472.0,34.0,0.9173652529716492
1473.0,26.0,0.9348475933074952
1473.0,25.0,0.9387997388839722
1473.0,21.0,0.9411764740943908
1473.0,29.0,0.9337243437767028
1473.0,22.0,0.92249995470047
1473.0,31.0,0.8949880599975586
1473.0,26.0,0.9363745450973512
1473.0,25.0,0.9383886456489564
1474.0,24.0,0.9365172386169434
1474.0,29.0,0.9350029826164246
1474.0,25.0,0.9378330707550048
1474.0,28.0,0.9337313175201416
1474.0,25.0,0.9361194372177124
1474.0,26.0,0.9378330707550048
1474.0,27.0,0.9360703825950624
1474.0,33.0,0.9225310683250428
1474.0,27.0,0.9242513179779052
1474.0,23.0,0.9307876229286194
1475.0,29.0,0.9300657510757446
1475.0,26.0,0.9383886456489564
1475.0,26.0,0.927262008190155
1475.0,25.0,0.9333333373069764
1475.0,26.0,0.9278106093406676
1475.0,26.0,0.9367238879203796
1475.0,25.0,0.9387997388839722
1475.0,23.0,0.9371696710586548
1475.0,26.0,0.9395184516906738
1475.0,26.0,0.9362199902534484
1475.0,25.0,0.9364230632781982
1475.0,25.0,0.9378330707550048
1475.0,30.0,0.9337243437767028
1476.0,25.0,0.9365738034248352
1476.0,25.0,0.9365738034248352
1476.0,25.0,0.940211057662964
1476.0,24.0,0.9366196990013124
1476.0,24.0,0.9301232695579528
1476.0,25.0,0.9378330707550048
1476.0,26.0,0.9340463280677797
1476.0,25.0,0.9379799365997314
1476.0,23.0,0.9390892386436462
1476.0,25.0,0.9367238879203796
1476.0,25.0,0.9378330707550048
1476.0,26.0,0.9403254985809326
1476.0,26.0,0.9354647994041444
1477.0,26.0,0.9354647994041444
1477.0,25.0,0.9368730783462524
1477.0,26.0,0.9354647994041444
1477.0,24.0,0.9389448761940002
1477.0,23.0,0.9363689422607422
1477.0,27.0,0.9379799365997314
1477.0,25.0,0.9367238879203796
1477.0,25.0,0.9206730723381042
1477.0,25.0,0.9367238879203796
1477.0,27.0,0.9342027306556702
1477.0,24.0,0.9389448761940002
1477.0,26.0,0.9223417043685912
1477.0,25.0,0.9393761157989502
1477.0,27.0,0.9342027306556702
1478.0,24.0,0.936632513999939
1478.0,26.0,0.9367238879203796
1478.0,29.0,0.9373169541358948
1478.0,31.0,0.9312168955802916
1478.0,23.0,0.9379799365997314
1478.0,24.0,0.9390892386436462
1478.0,26.0,0.9367238879203796
1478.0,26.0,0.9367238879203796
1478.0,26.0,0.9367238879203796
1478.0,27.0,0.9338892102241516
1479.0,24.0,0.9355774521827698
1479.0,22.0,0.9406231641769408
1479.0,23.0,0.9166666269302368
1479.0,25.0,0.9359720349311828
1479.0,24.0,0.9362688064575196
1479.0,26.0,0.9381260871887208
1479.0,24.0,0.9355774521827698
1479.0,30.0,0.927198588848114
1479.0,24.0,0.934492826461792
1479.0,25.0,0.927262008190155
1480.0,31.0,0.9130180478096008
1480.0,24.0,0.9356172680854796
1480.0,30.0,0.9291521906852722
1480.0,26.0,0.9310547709465028
1480.0,25.0,0.936873197555542
1480.0,29.0,0.9312168955802916
1480.0,27.0,0.9314749836921692
1480.0,25.0,0.9371292591094972
1481.0,34.0,0.8986889123916626
1481.0,24.0,0.9318996667861938
1481.0,28.0,0.930506467819214
1481.0,28.0,0.9291983842849731
1481.0,26.0,0.9239834547042848
1481.0,24.0,0.9400922060012816
1481.0,22.0,0.94199538230896
1481.0,26.0,0.9448819160461426
1482.0,29.0,0.9321534633636476
1482.0,42.0,0.89552241563797
1482.0,24.0,0.937062919139862
1482.0,24.0,0.9384164214134216
1482.0,25.0,0.9245283007621764
1482.0,23.0,0.9396602511405944
1482.0,24.0,0.9381261467933656
1483.0,30.0,0.9338794350624084
1483.0,26.0,0.9351257085800172
1483.0,27.0,0.9351257085800172
1483.0,25.0,0.935064971446991
1483.0,27.0,0.9348209500312804
1483.0,24.0,0.9370217323303224
1483.0,29.0,0.929742395877838
1484.0,31.0,0.932787835597992
1484.0,29.0,0.9293163418769836
1484.0,25.0,0.9359720349311828
1484.0,29.0,0.9360703825950624
1484.0,23.0,0.9347319602966307
1484.0,26.0,0.9384436011314392
1484.0,28.0,0.9362229108810424
1485.0,23.0,0.9366196990013124
1485.0,23.0,0.9411765336990356
1485.0,22.0,0.9388468265533448
1485.0,29.0,0.932084321975708
1486.0,24.0,0.9400705099105836
1486.0,24.0,0.9355775117874146
1486.0,27.0,0.9337313771247864
1486.0,32.0,0.92093026638031
1486.0,29.0,0.9223638772964478
1487.0,25.0,0.938988983631134
1487.0,25.0,0.9372093081474304
1487.0,25.0,0.924896478652954
1487.0,30.0,0.9293163418769836
1487.0,23.0,0.9415929317474364
1488.0,25.0,0.93348890542984
1488.0,33.0,0.9259475469589232
1488.0,30.0,0.9211137294769288
1488.0,29.0,0.9232599139213562
1489.0,24.0,0.935822606086731
1489.0,23.0,0.937062919139862
1489.0,23.0,0.934667468070984
1489.0,26.0,0.9384436011314392
1489.0,35.0,0.891006588935852
1489.0,24.0,0.937062919139862
1490.0,26.0,0.9396602511405944
1490.0,30.0,0.9189842343330384
1490.0,24.0,0.937062919139862
1490.0,23.0,0.937062919139862
1490.0,26.0,0.9315068125724792
1490.0,41.0,0.8124223351478577
1490.0,23.0,0.9376443028450012
1490.0,23.0,0.937062919139862
1491.0,29.0,0.9291067123413086
1491.0,31.0,0.9057498574256896
1491.0,27.0,0.9364162087440492
1491.0,28.0,0.9354647994041444
1491.0,26.0,0.9268292784690856
1491.0,30.0,0.9239835143089294
1492.0,24.0,0.9378663301467896
1492.0,25.0,0.9345794320106506
1492.0,42.0,0.8677884936332703
1492.0,24.0,0.935822606086731
1493.0,31.0,0.9254257082939148
1493.0,30.0,0.9343065619468688
1493.0,29.0,0.9279810786247252
1493.0,24.0,0.935822606086731
1493.0,24.0,0.940229833126068
1494.0,23.0,0.9422632455825806
1494.0,29.0,0.9323131442070008
1494.0,43.0,0.8557692170143127
1494.0,24.0,0.9394285678863524
1495.0,34.0,0.9015724658966064
1495.0,27.0,0.937609314918518
1495.0,23.0,0.934883713722229
1495.0,26.0,0.9390103816986084
1496.0,43.0,0.8691476583480835
1496.0,28.0,0.9338794350624084
1496.0,25.0,0.9379475116729736
1496.0,27.0,0.9265403151512146
1497.0,31.0,0.9308755397796632
1497.0,23.0,0.9359720945358276
1497.0,28.0,0.9362199902534484
1498.0,30.0,0.9302870631217957
1498.0,23.0,0.9387040138244628
1499.0,23.0,0.9402480721473694
1499.0,22.0,0.9394286274909972
1499.0,27.0,0.9230769276618958
1499.0,27.0,0.936811625957489
1500.0,29.0,0.9403508901596068
1500.0,28.0,0.9337243437767028
1501.0,29.0,0.9271371364593506
1501.0,26.0,0.9403590559959412
1501.0,22.0,0.9426605701446532
1502.0,26.0,0.9367088675498962
1502.0,38.0,0.9164678454399108
1502.0,29.0,0.8910180330276489
1503.0,30.0,0.9321739077568054
1503.0,29.0,0.9239631295204164
1503.0,35.0,0.9291983842849731
1504.0,27.0,0.9300118684768676
1504.0,29.0,0.9356321692466736
1504.0,24.0,0.938328504562378
1504.0,30.0,0.9335644245147704
1504.0,29.0,0.9356321692466736
1505.0,29.0,0.9081456065177916
1505.0,27.0,0.9445397257804872
1505.0,24.0,0.9283527135849
1505.0,34.0,0.9268292784690856
1506.0,28.0,0.9392712712287904
1506.0,36.0,0.9186943173408508
1506.0,26.0,0.9399656653404236
1507.0,23.0,0.9257143139839172
1507.0,26.0,0.942120373249054
1507.0,27.0,0.931662917137146
1508.0,26.0,0.9392897486686708
1508.0,26.0,0.9399656653404236
1508.0,27.0,0.9324869513511658
1508.0,27.0,0.9377545118331908
1509.0,25.0,0.9401130080223083
1509.0,27.0,0.9383561611175536
1509.0,27.0,0.932725191116333
1509.0,26.0,0.9340909719467164
1510.0,24.0,0.938328504562378
1510.0,34.0,0.9329513311386108
1510.0,32.0,0.9075828790664672
1510.0,30.0,0.9315068125724792
1511.0,36.0,0.9225473403930664
1511.0,24.0,0.9358319640159608
1511.0,27.0,0.894859790802002
1511.0,35.0,0.8984830379486084
1512.0,26.0,0.9384965300559998
1512.0,28.0,0.9341040849685668
1512.0,24.0,0.9264438152313232
1513.0,27.0,0.9360730648040771
1513.0,28.0,0.9386363625526428
1513.0,22.0,0.9438716769218444
1514.0,27.0,0.9384703636169434
1514.0,30.0,0.9333333373069764
1514.0,27.0,0.9384703636169434
1514.0,26.0,0.9417142868041992
1515.0,29.0,0.9265537261962892
1515.0,32.0,0.9315068125724792
1515.0,24.0,0.9364624619483948
1515.0,24.0,0.9384965300559998
1515.0,27.0,0.9444125890731812
1516.0,28.0,0.9345579743385316
1516.0,27.0,0.9394286274909972
1516.0,27.0,0.937286138534546
1517.0,27.0,0.9345372915267944
1517.0,28.0,0.9350056648254396
1517.0,28.0,0.9345579743385316
1517.0,25.0,0.9320388436317444
1517.0,27.0,0.9223529100418092
1518.0,28.0,0.9299655556678772
1518.0,32.0,0.8773585557937622
1519.0,24.0,0.9362186193466188
1519.0,32.0,0.9284064769744872
1519.0,24.0,0.9372861981391908
1520.0,29.0,0.9146836996078492
1520.0,27.0,0.9362186193466188
1520.0,41.0,0.897041380405426
1520.0,26.0,0.935779869556427
1521.0,22.0,0.9390313625335692
1521.0,29.0,0.9304997324943542
1521.0,28.0,0.9368541836738586
1521.0,34.0,0.9174311757087708
1522.0,30.0,0.9321739077568054
1522.0,25.0,0.930875599384308
1523.0,27.0,0.9302856922149658
1523.0,22.0,0.9390313625335692
1523.0,24.0,0.9372861981391908
1524.0,28.0,0.9308755397796632
1524.0,26.0,0.9350057244300842
1524.0,26.0,0.9374289512634276
1524.0,28.0,0.9356858134269714
1525.0,24.0,0.9360730648040771
1525.0,24.0,0.9351851940155028
1526.0,21.0,0.9441964030265808
1526.0,29.0,0.9384099245071412
1527.0,27.0,0.9395973086357116
1527.0,29.0,0.937219738960266
1527.0,28.0,0.926940619945526
1527.0,27.0,0.9251855611801147
1527.0,29.0,0.937219738960266
1527.0,27.0,0.9395973086357116
1527.0,32.0,0.9379624724388124
1528.0,29.0,0.936026930809021
1528.0,27.0,0.935123085975647
1528.0,24.0,0.9421111941337584
1529.0,28.0,0.9384099245071412
1529.0,41.0,0.9139534831047058
1529.0,28.0,0.9368541836738586
1530.0,29.0,0.936752200126648
1530.0,25.0,0.9375709295272828
1531.0,41.0,0.8938156962394714
1532.0,22.0,0.9413092732429504
1533.0,27.0,0.93771231174469
1534.0,29.0,0.937219738960266
1535.0,31.0,0.9200913310050964
1535.0,21.0,0.943016767501831
1537.0,25.0,0.9330306649208068
1539.0,28.0,0.9288213849067688
1540.0,32.0,0.9279279708862304
1541.0,27.0,0.9347462058067322
1542.0,27.0,0.9382716417312622
1543.0,29.0,0.9301801919937134
1544.0,31.0,0.9330254197120668
1544.0,31.0,0.9376391768455504
1544.0,29.0,0.9375
1545.0,27.0,0.9347079396247864
1546.0,31.0,0.934453785419464
1547.0,27.0,0.9402568340301514
1547.0,30.0,0.9346003532409668
1548.0,27.0,0.9375
1549.0,26.0,0.932725191116333
1550.0,27.0,0.9321058988571168
1551.0,26.0,0.929061770439148
1552.0,26.0,0.9382716417312622
1553.0,27.0,0.9364548325538636
1554.0,27.0,0.9340782165527344
1554.0,27.0,0.9398663640022278
1555.0,31.0,0.935123085975647
1555.0,31.0,0.935123085975647
1555.0,31.0,0.9306487441062928
1559.0,41.0,0.8985177278518677
1560.0,26.0,0.9411765336990356
1560.0,26.0,0.940000057220459
1561.0,27.0,0.940000057220459
1562.0,33.0,0.926884114742279
1562.0,26.0,0.9435216188430786
1565.0,34.0,0.9180695414543152
1572.0,29.0,0.9331848621368408
1588.0,28.0,0.9241379499435424
1689.0,21.0,0.8833552002906799
